epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,19632.1,1.01805,0.63425,1.10996,0.80025,0.71525,0.77824,0.45473,1.25185,0.88894,1.17068,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
91,232.614,0.94817,0.50162,1.05483,0.80073,0.71507,0.77761,0.45416,1.25241,0.89002,1.17112,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
92,428.958,0.93947,0.49944,1.05184,0.7974,0.71804,0.77841,0.45435,1.2531,0.88953,1.17212,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
93,623.776,0.93593,0.49334,1.0499,0.80339,0.71392,0.77749,0.45445,1.25437,0.88939,1.1742,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
94,843.296,0.93072,0.49447,1.0464,0.80323,0.71364,0.77772,0.45408,1.25461,0.89001,1.17423,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
95,1043.88,0.92974,0.48714,1.04385,0.79752,0.71676,0.77633,0.45385,1.25548,0.88965,1.17593,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
96,1243.23,0.9264,0.48528,1.0421,0.79768,0.71689,0.77609,0.45333,1.25503,0.88937,1.17585,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
97,1443.56,0.92322,0.48452,1.03746,0.79743,0.71734,0.77573,0.45298,1.25521,0.8892,1.17641,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
98,1643.92,0.91844,0.48442,1.0379,0.79822,0.71643,0.77453,0.45234,1.2557,0.88868,1.17737,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
99,1843.41,0.91754,0.47989,1.03753,0.79763,0.71632,0.77395,0.45185,1.25603,0.88848,1.17815,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
100,2043.85,0.91364,0.48057,1.03584,0.7967,0.71816,0.77424,0.45217,1.25648,0.88841,1.17905,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
